"Country Name","Country Code","Indicator Name","Indicator Code","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"South Africa","ZAF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","645803.6","550307.28","725173.94","437478.77","616469","579065.4","630184.32","536264.08","578377.82","456228.55","613435.48","504475.87","484805.53",
