"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Estonia","EST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.5","3.4","2.9","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Ethiopia","ETH","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6","43.7","42.2","39.7","37","33.3","29.9","26.8","23.9","21.9","20.3","18.8","17.2","15.5","14.4","14","15.4","17.9","20.9","23","23.5","22.2","",
"European Union","EUU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64588304362773","2.62115911272186","2.61061340593874","2.60747261361789","2.59622864579122","2.60054188102462","2.58931695935732","2.57971699453069","2.57232197251289","2.57430099496696","2.59035170548257","2.57518373734014","2.56419556667722","2.56514578207177","2.56326200558989","2.55973404248716","2.5337782900947","2.51760793368376","2.51145559507851","2.50985416972698","2.50731887715592","2.51334144086012","",
"Fragile and conflict affected situations","FCS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4334043179716","23.7117243739637","23.0044489971775","22.0793268431509","21.0568234192044","19.9453910383819","18.6611272040809","17.682092833961","16.7025861773905","16.2419937074456","15.9657382427808","16.1444561696259","15.7847647730889","16.0133217237802","16.7330089251237","17.3738587727565","18.0660555826973","18.4639637990867","19.4788428673216","20.3503215415328","21.1701184586241","21.7397779726341","",
"Finland","FIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Fiji","FJI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.8","3.7","3.7","3.5","3.5","3.6","3.7","5","6.1","7.3","7.2","7.1","6.9","7.1","7.5","7.2","6.3","5.5","6.2","6.9","7.8","",
"France","FRA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Faroe Islands","FRO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","12.1","13.3","14.1","14.6","14.8","14.8","14.7","14.6","14.1","13.5","13.1","13.1","13.3","14.1","15.3","16.5","17.6","18.8","19.7","20.1","20.1","",
"United Kingdom","GBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Georgia","GEO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","5.7","4.6","3.9","4","4","4","3.6","5.1","6.8","8.3","7.9","7.5","6.7","6.6","6.7","6.6","5.5","5.4","5.2","5.2","4","",
"Ghana","GHA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","13.5","12.6","12.1","11.1","10.4","9.2","8.1","6.9","7","7.4","7.9","8.2","8.9","9.7","9.8","9","7.8","6.9","6","5.9","6.2","",
"Gibraltar","GIB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","17.7","16.8","16.3","16.3","16.8","17.2","17.7","18.1","17.4","16.2","14.5","13.3","12.8","12.8","13.2","13.2","12.6","11.7","10.4","9.9","10.3","",
"Gambia, The","GMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","19.7","20.4","19.4","17.6","15.2","13.1","11.3","9.7","8.9","8.8","9.5","10.4","11.2","11.9","12.1","13.4","14.2","15.9","17.1","19.3","20.5","",
"Guinea-Bissau","GNB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7","16","16.3","16.5","16.4","16.2","16.1","16.1","18.3","21","23.5","25","26.7","28.7","30","28.3","27.9","28","30.7","31.7","32.4","32.2","",
"Equatorial Guinea","GNQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Grenada","GRD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","20.2","19.3","19.5","19.3","18.2","18.6","18.1","17.4","15.7","15.2","15.6","16.1","16.1","15.6","14.8","14.4","14.1","14.1","13.6","13.2","12.6","",
"Guam","GUM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5.9","6.2","6.4","6.6","6.6","7","7","8.1","8.7","8.8","8","6.9","5.7","4.4","3.5","3.1","3","2.8","2.6","2.5","2.5","",
"High income","HIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89709018741666","2.8062653910326","2.75351198881018","2.70717323834356","2.70590639122514","2.70250491052289","2.70509790938293","2.71301622033709","2.78249566840231","2.81179128604305","2.78518230866564","2.73229768597729","2.68720920895437","2.66752508465273","2.66986394454524","2.66434209227098","2.65102799831583","2.62396230555892","2.63119047228444","2.6315438298833","2.65183531348939","2.65581221195055","",
"Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Honduras","HND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2","20.5","20.9","21.4","21.5","21","20.2","20","17.9","15.9","13.8","13.9","14.6","15","15","14.4","13.9","13.7","14","15.8","18.4","20.4","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3625908796105","31.5241304923355","30.6846747023038","29.8852371349227","28.7268453061577","27.3939741182786","25.9331773506544","24.776993590751","23.307823951538","22.2262549594152","21.3622937493557","21.1926347538459","20.4929913601685","20.6716868822003","21.1674597966265","21.5181945548054","21.8074007050475","22.0004607047356","22.5395848646636","23.1161660546669","23.584949650016","23.8743153699814","",
"Croatia","HRV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","4.7","3.7","3.1","2.5","2.5","2.5","2.5","2.5","2.5","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Haiti","HTI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1","50.2","50.8","51.7","50.8","49.7","47.8","46.1","43.2","41.1","40.2","40.3","39.4","38.2","38.3","39.1","40.6","41.6","43.6","45.1","48.2","50.4","",
"Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"IBRD only","IBD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5826144019522","12.7139987521888","12.7694315348678","12.5332786217888","11.9748329107805","10.9254040339893","9.77073883440598","8.94728347066465","8.34459079364049","7.89354037745712","7.54808930530295","7.1802735867818","6.87118340771115","6.73846419553946","6.60073109990124","6.39238734639071","6.08420915714466","5.98700479423425","6.39543119752323","6.9031549022772","7.29554108788757","7.25881511871066","",
"IDA & IBRD total","IBT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1838764543262","15.2119670601357","15.1270262217931","14.728155050978","14.059736938701","13.0041313271227","11.9153126412874","11.1270053761878","10.5366283043478","10.1027981824179","9.77725291031822","9.5040073050019","9.24058225999373","9.15302424273816","9.12331638643345","9.03872806962416","8.87882637955145","8.86473749896694","9.38661646889135","10.0749761448998","10.6812124018821","10.8907967592113","",
"IDA total","IDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6095522766736","24.1471499981237","23.450826223186","22.3799834959132","21.2359038326434","20.0643963053245","19.0984216122958","18.3307208265658","17.6883771277983","17.2186823718328","16.8679298121337","16.8123378270119","16.4365433023643","16.4100432544685","16.6198661774602","16.8084123267355","16.9800403062353","17.0961036640017","17.8231326836621","18.8331721328975","19.8785613920767","20.5952280919049","",
"IDA blend","IDB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9776985187804","18.3056605938861","17.8359795836014","16.3610389070604","14.9103457951475","13.8296498290493","13.3908964854124","13.2896944210744","13.30909231804","13.273907885526","13.2089388225209","13.1775943825558","12.7792393981595","12.5245453306886","12.2445708168981","12.2838158415128","12.4442947084364","12.7082031331473","14.2098701035075","16.1380578710053","18.4489445397682","19.7915625551654","",
"Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2","18.2","18","18.2","18.4","18.2","17.6","16.5","15.1","13.1","11.3","9.8","8.5","8","7.3","6.7","6","5.9","6.2","6.3","6.8","7.2","",
"IDA only","IDX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1374565112978","27.258182027475","26.4437207356635","25.5956367378695","24.6222948478116","23.4077019245732","22.1690410675778","21.0544748888947","20.064825222685","19.3678978193895","18.8664423813858","18.7997149374362","18.3621644236751","18.4546109362613","18.917346741998","19.1753466071979","19.3432133521502","19.3742894313458","19.6923078677889","20.2098753090445","20.6068562398467","21.0035485352713","",
"Isle of Man","IMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3","19.9","21.5","22","21.4","19.2","16.8","15.6","15.3","14.8","14.3","13.5","12.9","12.6","12.2","11.5","10.5","10.3","11.6","13.1","14","13.7","",
"Not classified","INX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Iran, Islamic Rep.","IRN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","5.2","5.2","5.1","5.4","5.8","6.1","5.8","6.4","7.5","8.1","7.8","6.8","6.7","6.7","7.2","7.6","7.6","7.3","6.5","6.5","6.5","",
"Iraq","IRQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1","19.6","18.5","17.8","16.5","16.5","16.4","15.6","14.7","13.7","14.2","14.8","15.4","15.8","16.3","16.6","16.6","16.4","16.1","15.8","16","16.1","",
"Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Jamaica","JAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","6.8","7","7.2","7.5","7.7","8.4","9","9","8.5","8","7.7","7.8","7.5","7.9","7.6","7.2","6.2","6.7","7","7.6","7.3","",
"Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","7","5.9","5.3","5.2","5.5","5.9","6.4","6.3","6.2","6.1","6.3","6.3","6.5","7","7.8","9.1","10.7","13.1","15.8","17.3","17.9","",
"Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3.2","2.9","2.6","2.5","2.5","2.7","2.7","2.7","2.6","2.8","2.9","3.2","3.4","",
"Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.6","7.1","7.4","7.3","6.3","5.1","4.3","3.8","3.2","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Kenya","KEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.9","33.4","34.7","31.8","28.2","26","26.9","26.9","24.4","21.7","19.8","18.9","18.7","18.8","20.5","21.8","23.2","22.6","23.4","26","31.1","34.5","",
"Kyrgyz Republic","KGZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","12.5","10.2","8.2","8.1","8.6","9.2","8.5","8.2","7.4","6.9","6.2","6","5.8","5.9","5.7","5.3","4.7","4.6","5.1","5.5","6.1","",
"Cambodia","KHM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1","21.7","20","19.3","18","16.5","15","13.5","12.3","10.7","9.7","8.9","8.7","8.1","7.5","7","6.2","5.1","4.6","4.9","5","4.6","",
"Kiribati","KIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","5.6","6","6","6.2","6.5","7.1","7.3","6.4","5.1","3.9","3.6","3.3","3.1","2.9","2.9","3","3.2","3.5","3.8","3.8","3.7","",
"St. Kitts and Nevis","KNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.6","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Kuwait","KWT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3891154701597","10.1351032442412","9.90620065136829","9.58436718432078","9.17347193455537","8.68590620456212","8.2608948433391","7.94371285403966","7.32348383094063","6.77674149993473","6.18668360169316","5.90013547719679","5.6214448726938","5.4040546977349","5.29750032434095","5.25913439419957","5.30023233299947","5.2661660067881","5.37922245411251","5.79401492679783","6.27663320249468","6.24421951227737","",
"Lao PDR","LAO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1","29.4","26.8","24","22.4","20.6","20.2","18.5","17.8","15.6","14.8","13.1","11.7","9.4","8","7.1","6.8","6.5","6.5","6.3","5.9","5.4","",
"Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","8.3","9.3","10.4","10.6","10","9.3","8.7","7.1","5.5","4","4.5","4.9","5.5","5.7","5.8","5.6","5.7","7.1","8.9","10.2","9.6","",
"Liberia","LBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.2","37.4","36.3","34.7","33.4","33.2","31.9","30.1","30.3","32.9","35.4","36.3","36.2","36.4","35.6","34.9","34.7","35.2","36.5","37.5","38.3","38.4","",
"Libya","LBY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.9","4.2","4.5","4.8","5.2","5.5","5.9","6.3","6.6","6.8","6.7","7","7.3","7.8","8","8.4","8.8","9.9","11","11.9","11.4","",
"St. Lucia","LCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.372615048869","10.1229969824812","9.9004259783977","9.3981617912742","8.95182261154674","8.42755969583818","7.92578367955224","7.54588928087645","6.97686042620597","6.47269966434791","5.92750780091781","5.65252431419892","5.3951203372956","5.25889765560454","5.52430016248687","5.78474900741078","6.10689826733724","6.02842018801608","6.12247834445085","6.40437638898368","6.74404165932356","6.60887937599934","",
"Least developed countries: UN classification","LDC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8249336880301","29.8050453160858","28.8330515748456","27.8781203157988","26.8229163448714","25.4879709136993","24.1635760792167","22.9548390590062","21.6627238101603","20.6584562775044","19.896888543763","19.7934976340994","19.2120732937211","19.2985535599944","19.836843469889","20.1707015292521","20.3586540527118","20.3965784468735","20.7739690235728","21.3663579502739","21.7580971248252","22.1333216084488","",
"Low income","LIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7380679114292","32.796107567667","31.8811963947827","31.114930934093","30.2032242677422","28.9523733377744","27.5653471149603","26.4681273480322","24.9285039925005","23.9960327873451","23.3157576085335","23.5952464850189","22.7918157684701","23.4411727986558","24.5551970482897","25.3623756308693","25.9859287765501","26.2947772633919","26.2745402525408","26.9291525753956","27.3940813768992","27.7906990631793","",
"Liechtenstein","LIE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","16","15.7","15.1","14.1","13.4","12","11","10.2","10.5","10.1","9.3","7.9","6.6","5.2","4.3","4","4.2","4","3.8","3.8","4.1","",
"Lower middle income","LMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9373676553001","19.5282029174854","19.958426363338","19.689508654561","18.8670848629729","17.2865417243911","15.7139151221637","14.7991343838234","14.4623975114303","14.0360663957408","13.6085177710195","13.0763461104617","12.5799121799939","12.2535562564583","11.8899944215368","11.4354813997736","10.8612371464266","10.6950092419518","11.5625750019777","12.7567778685252","13.7759666515197","14.0338837432167","",
"Low & middle income","LMY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8169047046854","15.8559108652564","15.7616591992808","15.3698245420051","14.6766957156195","13.5856556941732","12.4649701396546","11.6525800223551","11.0357541493702","10.5801474445695","10.2365674167068","9.95077396297833","9.67069064571805","9.57313182286021","9.50395535535582","9.38580004774446","9.19429755369803","9.17860265406799","9.56949803581777","10.2920516332831","10.9284388503425","11.1531251783601","",
"Lesotho","LSO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2339300667452","9.57172607526206","8.78834779844582","8.10997295933483","7.46277080879697","6.77090893565596","5.9781662973947","5.21676646971708","4.39510976929164","4.03586157309211","3.86820366203004","3.77358463125502","3.66449108642964","3.59941796407626","3.53669617290915","3.50081418986109","3.47217064005074","3.42738582743781","2.90845712960786","2.98603916003867","3.05945387642365","3.03299213331723","",
"Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","3.5","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","20.8","19.2","17.5","16","15","14.1","13.1","12","10.4","9.3","8.4","7.6","6.8","6.3","6.2","6","5.9","7.2","8.7","10.3","10.7","",
