"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"St. Martin (French part)","MAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.4","5.1","4.9","4.8","4.8","4.8","4.8","4.9","4.8","4.5","4.3","4.1","4","3.7","3.7","3.5","3.6","4.1","5.3","6.4","6.9","",
"Monaco","MCO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6","27.3","30","31.9","32.3","30.3","27","22.1","17.2","12.5","8.5","5.7","4.5","3.9","3.4","2.7","2.5","2.5","2.5","2.5","2.5","2.5","",
"Madagascar","MDG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","35.3","36.6","35.2","33.5","31.1","30.7","30.5","29","26.9","25.3","26.5","27.8","29.6","30.8","32.3","33.3","34.6","36","37.6","38.9","39.7","",
"Maldives","MDV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.89512394456949","7.89916907624228","7.90910209134834","7.89430613590131","7.79088228280692","7.6684974532603","7.54855065416655","7.39458171903939","7.35454946655052","7.66165634517078","7.87432372349933","8.08777043593208","7.98796344474711","8.31976122268027","8.85501739279365","9.39136814657646","9.83042771846992","9.91981879271917","10.0583146053684","10.1655177391323","10.6720805900053","11.1964066336441","",
"Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.4","4","4.3","4.1","3.8","3.8","4.1","4.2","4.1","3.9","3.8","3.8","3.8","3.7","3.7","3.8","3.6","3.5","3.2","3.2","3.1","",
"Marshall Islands","MHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4115433640211","14.5067003692406","14.4567042673682","14.0758386521755","13.3806151443659","12.2809580601595","11.1612362301587","10.3534055423809","9.79896676261077","9.36758051297411","9.03614898487012","8.68062018519523","8.34071920513984","8.14970778528699","7.93731182033689","7.69614292764324","7.38738693503505","7.30390972771861","7.78279016331529","8.44624568430136","9.06546966829989","9.23322147491008","",
"North Macedonia","MKD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","7.5","5.8","5.4","5","4.4","3.6","2.9","3.3","3.6","4","4","4","3.9","3.8","3.5","3.2","2.9","3.1","3","3.1","2.5","",
"Mali","MLI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","15.6","15.4","14.4","13.1","11.5","10","8.7","7.5","6.6","5.8","5.4","5.2","5","4.8","4.4","4.6","4.6","4.7","4.6","7.1","9.6","",
"Malta","MLT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Myanmar","MMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6","35.9","33.6","31.4","29","25.7","21.7","18.2","13.8","11","8.4","7.8","6.9","5.9","4.9","4.2","3.8","3.6","3.4","4","4.6","5.3","",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.24415732679511","8.26306933833087","8.26141237551791","8.25034488414489","8.14854746061105","8.02056383721846","7.87740377129019","7.67321049337708","7.55132828451714","7.83785071818166","8.09245177606623","8.40269812571233","8.4161481711873","8.85465549201433","9.54552324616468","10.1870506350512","10.6870406808053","10.7868586114165","10.948221991863","11.1070567501828","11.6939744269503","12.3738180112446","",
"Montenegro","MNE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","9.3","8.4","7","5.6","3.8","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Mongolia","MNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4","29.8","30","29.8","28.7","26.8","24.7","21.9","19.8","17.1","14.8","13","12","10.7","9","8.2","6.9","6.3","5.1","4.3","3","2.5","",
"Northern Mariana Islands","MNP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8","35.5","34.4","34.5","33.7","32.9","30.3","29","25.1","22.2","20.7","22.6","27.8","34.6","42.3","44.4","41.1","35.3","30.9","28.3","26.3","24.8","",
"Mauritania","MRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1","7.7","8","8.2","9.1","8.4","7.7","6.9","7","7","6.6","6.3","6.2","6.5","6.7","6.9","6.9","6.8","7","7.5","8.3","9.3","",
"Mauritius","MUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.7","5.5","5.4","5.2","5.1","5.3","5.1","5.2","5.2","5.8","6.2","6.4","6.5","6.8","6.9","7","6.8","7.2","7.2","6.7","5.9","",
"Malawi","MWI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3","23.5","24.1","23","21.3","19.1","17.3","15.7","14.3","13.6","13.2","13.4","14.1","14.7","15.5","15.8","16.8","17.4","18.5","19","19.4","19.9","",
"Malaysia","MYS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.8","2.9","3","3.2","3.3","3.5","3.6","3.7","3.5","3.4","3.4","3.6","3.7","3.5","3","2.7","2.5","2.5","2.5","2.5","2.5","",
"North America","NAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Namibia","NAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","16.5","17.7","18.5","20","22.2","24.4","26.5","28.5","29.2","27.6","25.1","23.4","22.5","21.8","20.7","20.2","19.4","19.1","19.1","20.5","22.2","",
"New Caledonia","NCL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9.6","9.9","10.2","10.2","10","9.9","9.7","9","8.6","8.5","8.7","8.6","8.4","8.2","8","7.7","7.1","6.6","6","5.7","5.6","",
"Niger","NER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2","22.3","21","19.4","19","19.1","18.4","17.7","16","15.9","15.3","15.6","15","14.3","13.3","12.6","11.8","11.7","11","12","12.5","13.3","",
"Nigeria","NGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.8","8.5","7.8","7","6.6","6.5","6.7","7.9","9.2","10.4","10.9","10.8","10.7","10.5","10.7","11.3","11.8","13.6","15.1","17","18","",
"Nicaragua","NIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9","23.6","23.4","22.5","21.8","20.8","20.4","19.9","19.9","19.5","19","18.8","19.3","19.8","19.3","18.3","17.6","17.6","17.8","18.7","19.2","19.6","",
"Netherlands","NLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Norway","NOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Nepal","NPL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9","22.2","20.2","17.9","17","16","14.9","13","11.5","10.4","9.5","8.8","8.1","7.6","6.6","5.7","5.1","5","5.2","5.6","5.7","5.7","",
"Nauru","NRU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"OECD members","OED","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85486939629077","2.92317586243227","3.01223548855865","3.05593369630613","3.02179902189698","2.95424973823224","2.91910407417286","2.9561388056648","3.02400979316201","3.04402563246339","2.9632682355019","2.87212913854802","2.8083163893979","2.76198293602875","2.74386534329912","2.72377161424726","2.71694115301954","2.68576526063442","2.69013832982038","2.67306275823443","2.6950904356617","2.70580946963919","",
"Oman","OMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","12.1","11.8","10.7","10.2","10","10","9.7","7.5","6.3","5.6","6.6","6.8","6.8","7.2","7.2","7","6.3","5.8","5.7","5.7","5.7","",
"Other small states","OSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4552214650669","13.6880756765391","12.6885995337757","11.976238849124","11.5529379144425","11.1939617896833","11.0371862963009","11.0313748321433","10.9894911329138","10.6234416859578","10.1819032409806","9.61442226607205","9.08611950553614","8.73978894921065","8.65078944360711","8.62392615916249","8.51305018553603","8.25854807030446","8.18506930690441","8.26298141616029","8.49149156453693","8.64205667921841","",
"Pakistan","PAK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","21.3","20.4","18.5","17","15.8","15.2","15.2","15.2","14.9","14.5","14.4","13.6","12.9","11.8","11.2","10.6","10.8","12.8","15.8","18.9","20.7","",
"Panama","PAN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","19.7","20.1","20.3","20.6","17.7","15.4","13.4","11.5","9.8","7.9","7.2","7.1","7.1","7","6.6","5.8","5","4.4","4.7","5.1","5.6","",
"Peru","PER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3","21.7","22","20.6","17.7","14.8","12.8","10.8","9.3","8.5","7.8","6.8","5.7","5.4","5.8","6.4","6.6","6.2","6.5","6.7","7.1","7","",
"Philippines","PHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","18.6","17.3","16.2","14.6","13.4","12.2","11.3","12.2","13.1","13.6","12.9","12.1","11.4","10","8.6","7.1","6","5.6","5.8","6","5.9","",
"Palau","PLW","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6","27.3","28","28.9","27.8","27.8","27.1","27.5","28.4","29.2","29.1","27.6","26.3","26.5","26.8","27.2","27.3","27.5","27.3","27.4","27","27.7","",
"Poland","POL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Pre-demographic dividend","PRE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9590659119142","25.6703406091731","24.9863536711199","24.11008042071","22.9614614905697","22.0908967036039","21.3421557935317","20.7767926796288","19.7859242925373","18.9783336385191","18.4149486287077","18.5124957741434","18.1998963050718","18.5569054875579","19.2278451398604","19.7774781502653","20.1141329896391","20.0999208388519","20.7001300298042","21.4316008702781","22.4367410846248","23.2195251297654","",
"Puerto Rico","PRI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","35.3","32.9","33.2","34.5","36.9","39.1","40.5","41.3","41.6","41.6","41.8","41.8","42.7","43.3","44.2","45.8","45.3","","","","","",
"Portugal","PRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Paraguay","PRY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9","8.7","8.2","7.5","7","5.6","4.3","3.4","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.6","2.7","3.1","3.4","3.9","4.5","",
"West Bank and Gaza","PSE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.48808197122024","6.38670913115005","6.22633861266964","6.24640820850267","6.15173707522759","6.22950836016818","6.28260491025268","6.50098261417368","7.21558291510978","8.06321458210856","9.03755390198772","9.53570686774291","9.90908260081766","9.9478687699517","10.0057022687826","10.1086078886418","9.97093833819005","9.67927455129069","9.73454149718874","10.4158776360173","10.9810585624876","11.2078936905747","",
"Post-demographic dividend","PST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56931589158747","2.54313253518931","2.54312540300278","2.53766697464311","2.5253209299496","2.52614852491846","2.52281231501665","2.52078521251772","2.57985809175942","2.60373061222923","2.57012083665845","2.52918882375162","2.51352914008933","2.51375452494737","2.53538378308604","2.53577095777979","2.53503886271403","2.53714607058959","2.5890887881537","2.62431181406548","2.69589548325135","2.72837048187337","",
"French Polynesia","PYF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","4","3.9","3.9","3.9","4","4","3.9","4.1","4.5","4.8","4.9","5.1","5.3","5.7","6.1","6.6","6.4","5.8","5.2","5","5.4","",
"Qatar","QAT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Russian Federation","RUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","3.4","2.9","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Rwanda","RWA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7","34.4","33.8","36.2","36.9","36.8","36.6","36.6","36.1","35.7","35.3","35.6","35.7","35.5","34.7","33.6","33.5","33.8","34.9","34.7","33.2","31.4","",
"South Asia","SAS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7638916276418","19.8971832974242","20.8670949631546","20.8886473442517","20.2114257023636","18.3235644046578","16.3837686364328","15.3576416173731","15.1929542644017","14.8004946878582","14.4264669389925","13.8045913313606","13.2101014369086","12.8176292560634","12.3704803801172","11.7199141582602","10.8495050259498","10.674379355004","11.8616057528396","13.4260609865561","14.4965908133041","14.5431024712128","",
"Saudi Arabia","SAU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.9","5","4.8","4.5","4.4","4.6","5.3","6.6","7.8","7.9","7.3","5.8","5.1","4.2","4.1","4.2","4.3","4.3","4","3.5","3","",
"Sudan","SDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","8.8","9.2","10","10.5","10.9","10.8","11.1","11","11.4","",
"Senegal","SEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","23.1","21.5","19.7","18","16.4","13.5","11.8","10.7","10.9","10.8","11","10.9","10.7","9.6","8.5","7.4","6.6","5.6","4.7","4.5","4.6","",
"Singapore","SGP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","12.5","12","12.1","12","12.2","12.1","12.7","13.1","14.2","15.5","17.1","18.5","18.7","18.3","17.7","17.5","17.5","18.4","19.4","19.9","19.4","",
"Sierra Leone","SLE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.1","49.3","48.8","48.3","46.2","43.3","41.3","39.9","33.5","27.1","21.9","22.2","23.5","23.4","24.5","24.9","26.5","27.5","28.2","28.2","28.2","28.4","",
"El Salvador","SLV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","6.6","7.3","8.1","8.6","8.8","9.1","9.4","9.3","9.2","9.1","9.2","9.3","9.5","9.2","8.5","7.6","6.9","6.9","6.6","7.1","6.8","",
"San Marino","SMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2","70.2","70.1","70","70","70","70","70.1","71.3","71.4","70.2","66.5","62.6","60.8","60","59.5","58.3","55.5","53.3","51.1","50.7","51.3","",
"Serbia","SRB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.4","3","2.7","2.6","2.7","2.8","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Sub-Saharan Africa (excluding high income)","SSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9121584664547","25.3787526362681","24.845442003148","23.9871930461455","22.8439360112448","21.8072288231087","20.9159087764999","20.2266292859636","19.2579872837159","18.5327288284181","17.9573273292784","17.8357928538981","17.4717927129829","17.6959958491209","18.174795324124","18.5976656326612","18.9735291272906","19.1902111123285","19.969667029387","20.7580177640997","21.6312235118687","22.1419821893627","",
"South Sudan","SSD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6","19.3","19.6","",
"Sub-Saharan Africa","SSF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9092598420456","25.3759221992648","24.8427698592389","23.9847019433358","22.8416308634794","21.8050558619499","20.9139043329228","20.2246887196621","19.2562600038501","18.5311430273208","17.9559748644875","17.8345061052662","17.4705746567571","17.6947521583689","18.1734570117779","18.5962604748145","18.9720742737313","19.1887350775071","19.9681298956106","20.7564533789429","21.629612443949","22.1400336092608","",
"Small states","SST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2449931521767","11.6623268148129","10.9185004661508","10.389063636435","10.0615488309187","9.7618445854975","9.69878850618071","9.70750338890527","9.81337490370667","9.69034123763356","9.52732400926088","9.17079160888019","8.79801151073377","8.5183546187989","8.43540263954171","8.41300992254961","8.29509119676993","8.03422071113728","7.97445874828336","8.14981070963548","8.41713954041048","8.56246525328877","",
"Sao Tome and Principe","STP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4","13.5","12.2","11","10.3","10.4","11.3","12.7","14.5","16.5","17.8","17.7","17.7","18.1","18.1","17.8","17.3","17.1","16.3","15.5","15.7","16.4","",
"Suriname","SUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","11","10.4","9.8","9.2","8.3","8.4","7.9","7.8","7.9","8.4","8.4","8.1","8.4","9.1","9.8","9.8","9.4","9.1","9.3","9.8","10.1","",
"Slovak Republic","SVK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","6.3","6.1","5.9","5.6","5.7","5.5","5.1","4.9","5.2","6.1","5.8","5.6","5.7","5.7","5.3","4.1","3.3","2.8","2.8","3.1","3.6","",
"Slovenia","SVN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Sweden","SWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Eswatini","SWZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","9.7","8.4","8.6","9.5","10.6","11.3","11.5","17","21","23.8","20.2","17.3","15.8","15.8","15.9","14.7","13.2","11.6","11.3","11.6","12.4","",
"Sint Maarten (Dutch part)","SXM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
