"Country Name","Country Code","Indicator Name","Indicator Code","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"South Africa","ZAF","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","76.9","78.6","82.6","82.4","84.1","82.1","77.9","79.1","79.7","80.4","95.5","93.4","93.4",
